item,count
hybrid,7540
stem,7521
capit,7493
member,7471
sack,7444
raini,7436
step,7423
low,7391
short,7371
pestcid,7367
5,7309
alot,7307
these,7301
bungoma,7298
exampl,7275
TRUE,7268
yellowish,7260
new,7257
skin,7251
his,7221
don,7179
live,7155
here,7151
kericho,7146
practic,7110
anoth,7089
pea,7041
size,7016
orang,7000
acow,6944
last,6937
suffer,6897
common,6871
shamba,6837
kilo,6797
field,6795
graze,6779
fever,6778
mi,6762
store,6747
larg,6734
dont,6732
earli,6725
graft,6705
irrig,6656
yes,6649
ihav,6618
spot,6583
he,6580
blood,6574
root,6573
c,6572
head,6571
state,6475
too,6467
topdress,6460
protect,6457
fast,6457
heifer,6408
someon,6392
loan,6384
wound,6364
her,6363
1kg,6342
within,6322
bring,6314
over,6287
avocado,6281
solut,6258
kgs,6213
reduc,6202
wil,6189
kilogram,6186
coz,6163
bodi,6161
havest,6095
f1,6088
incub,6049
soya,6018
mash,5998
climat,5957
serv,5950
recommend,5948
stay,5928
bacteria,5926
mastiti,5889
poutri,5867
hv,5848
armi,5847
sugar,5802
litr,5797
had,5771
artifici,5760
sukumawiki,5758
end,5705
shall,5693
nandi,5667
taken,5651
appl,5639
locat,5637
today,5600
nakuru,5598
normal,5589
kampala,5588
urea,5557
into,5534
under,5500
scale,5491
hive,5437
kakamega,5437
frm,5429
develop,5421
health,5413
whch,5412
join,5408
she,5392
healthi,5350
maintain,5342
everi,5326
te,5322
correct,5306
cn,5280
pliz,5217
ok,5213
pumpkin,5179
cous,5179
process,5168
wen,5121
hi,5101
especi,5098
enough,5091
chiken,5079
dap,5046
newcastl,5040
gd,5033
ido,5029
system,5011
cane,4982
thing,4951
drop,4940
town,4903
leg,4898
cotton,4895
amount,4862
tri,4861
kept,4855
cold,4843
turkey,4832
such,4806
zero,4774
assist,4764
both,4754
weak,4750
us,4746
exot,4743
morn,4730
leaf,4726
explain,4725
pawpaw,4723
spinach,4664
seedb,4662
add,4657
gave,4650
parasit,4641
ph,4636
next,4632
wheat,4609
10,4605
na,4574
silag,4573
human,4562
expect,4538
busi,4538
cultiv,4529
resist,4512
famer,4511
offic,4500
sinc,4487
again,4457
insecticid,4452
see,4440
fail,4427
ya,4424
gud,4395
npk,4392
happen,4383
symptom,4366
alway,4343
half,4341
proper,4318
dig,4313
mother,4308
heavi,4303
bad,4295
four,4295
eggplant,4289
agood,4288
meal,4275
100,4273
wet,4265
near,4235
paper,4234
cross,4214
sex,4212
send,4199
free,4195
friend,4186
side,4180
cash,4162
carri,4147
full,4140
fli,4132
quantiti,4130
face,4102
drink,4090
mushroom,4077
ground,4072
lack,4071
mbarara,4063
btn,4048
pond,4028
weather,4023
narok,4015
swollen,4008
rabit,4006
ma,4004
ni,4002
piec,3994
ve,3994
reach,3989
select,3985
pepper,3984
im,3972
group,3953
materi,3940
east,3925
eaten,3920
hve,3902
rat,3902
remedi,3886
home,3853
must,3853
20,3851
fellow,3845
iget,3844
favour,3825
anyon,3819
rainfal,3816
bear,3794
yam,3775
infect,3754
fed,3751
wrong,3735
appropri,3721
function,3713
eg,3701
medic,3684
weight,3680
back,3647
dehorn,3644
grade,3644
sub,3643
coccidiosi,3642
defin,3641
intercrop,3629
direct,3628
aphid,3622
coff,3606
foliar,3605
purpos,3595
stock,3594
spread,3590
compani,3577
night,3576
pineappl,3576
alreadi,3570
p,3550
fowl,3550
person,3549
provid,3548
speci,3544
4rm,3532
highland,3524
sorghum,3521
hello,3519
inject,3508
rais,3498
y,3498
ad,3496
deliv,3495
hot,3483
fat,3471
poor,3464
w,3459
vanilla,3417
abl,3403
littl,3402
tel,3402
late,3387
through,3377
deal,3373
away,3334
disadvantag,3328
armyworm,3324
wt,3293
five,3285
deseas,3284
warm,3277
wish,3268
tool,3261
stand,3258
almost,3246
apig,3226
lead,3225
prun,3220
maximum,3220
swell,3214
gram,3196
word,3189
english,3180
list,3173
identifi,3165
kuku,3155
50,3154
ago,3152
cours,3147
bacteri,3142
natur,3135
wc,3133
ai,3131
piggeri,3130
buyer,3125
rust,3124
open,3119
due,3117
bright,3117
rate,3116
death,3113
coast,3109
sunflow,3108
sold,3107
insemin,3099
against,3093
ovacado,3093
ripe,3091
sucker,3089
rare,3088
blind,3081
busia,3077
john,3075
daili,3067
hoho,3067
b4,3065
sow,3047
togeth,3046
quick,3042
sleep,3042
qwhere,3030
nose,3025
hav,3021
6,3018
construct,3017
input,3010
line,3009
shop,3006
miner,2984
propag,2975
countri,2967
let,2967
support,2963
among,2961
cabbeg,2954
fungicid,2952
eldoret,2934
napier,2930
meant,2929
feather,2925
characterist,2924
sh,2923
boost,2918
begin,2912
life,2910
apli,2908
nt,2904
made,2893
cat,2893
acid,2883
kid,2876
insid,2871
cal,2861
machin,2860
nutrient,2858
pregnanc,2857
specif,2852
sometim,2845
activ,2840
recomend,2838
french,2837
prune,2835
lactat,2811
dose,2806
gloria,2794
wait,2788
preserv,2781
managu,2781
donkey,2779
fresh,2772
contral,2769
form,2767
clean,2765
ar,2764
grain,2758
mai,2743
far,2737
shld,2732
challeng,2729
shd,2728
plus,2724
less,2721
build,2719
quiz,2717
shade,2698
brown,2698
ine,2696
necessari,2692
win,2680
born,2678
drought,2677
grower,2675
point,2673
cocoa,2666
medicen,2660
distanc,2656
wiz,2652
branch,2648
rang,2635
danger,2632
major,2625
hard,2621
fresian,2613
arid,2609
stalk,2605
swampi,2605
interest,2602
kisii,2600
ginger,2599
mention,2598
cabag,2590
mucus,2583
knw,2579
inord,2576
champion,2571
box,2566
until,2564
remain,2554
ten,2553
o,2551
ear,2541
weevil,2533
ferterl,2533
earn,2530
th,2515
valu,2508
ibanda,2501
thin,2493
pilipili,2490
think,2486
agro,2486
akg,2483
watermellon,2482
ican,2473
cultur,2471
dawa,2470
brand,2469
placenta,2467
botan,2458
wic,2456
lot,2455
fight,2453
loos,2444
phone,2441
applic,2441
clay,2440
hay,2437
describ,2435
pure,2433
cutworm,2432
pox,2432
hair,2431
surviv,2426
pass,2419
wast,2415
wateri,2412
qmi,2405
dip,2403
nappier,2401
contain,2400
job,2400
onc,2393
prefer,2386
avail,2378
said,2369
bloat,2355
nairobi,2355
result,2351
brood,2342
hilli,2339
suck,2333
pastur,2332
bread,2331
refus,2326
test,2323
finish,2321
dis,2295
knowledg,2293
greenhous,2292
pls,2291
infertil,2289
jinja,2289
ant,2285
semi,2285
save,2280
shell,2278
hutch,2274
cover,2269
role,2263
nursari,2263
burn,2262
doesn,2257
sweetpotato,2255
exact,2248
strong,2248
south,2248
kital,2246
second,2242
loss,2242
dear,2237
ensur,2230
plough,2226
kamweng,2219
set,2214
neck,2213
consum,2204
handl,2204
beef,2202
garlic,2199
8,2197
run,2190
tip,2184
stomach,2179
wha,2173
structur,2172
commerci,2171
wel,2165
allow,2165
stunt,2163
sneez,2159
determin,2151
mosaic,2149
gnut,2146
kisumu,2145
mellon,2143
practis,2133
servic,2127
qi,2125
hectar,2123
dung,2123
clear,2122
super,2122
few,2105
sampl,2104
winner,2104
ahen,2100
uasin,2095
round,2093
booster,2090
inform,2089
own,2089
beehiv,2088
fit,2080
villag,2080
gishu,2078
agoat,2077
suppli,2075
left,2064
somebodi,2060
typ,2060
els,2055
stress,2054
weavil,2047
fertel,2047
swamp,2045
lost,2044
nd,2041
tym,2039
man,2034
real,2033
vice,2033
lose,2032
appetit,2029
etc,2029
easi,2028
serious,2027
feet,2022
understand,2016
k,2014
upto,2011
termit,2007
peter,2006
becam,2004
yeild,2003
lower,1999
teat,1985
instead,1979
agrovet,1973
six,1971
bulb,1971
record,1969
offer,1967
insectcid,1963
safe,1962
gain,1961
solv,1955
calcium,1953
demand,1950
variati,1946
000,1945
meru,1944
teeth,1939
harm,1938
never,1932
domest,1926
tran,1926
bought,1926
usual,1926
idea,1924
highest,1922
camel,1921
200,1920
f,1920
pump,1919
deep,1918
abort,1916
dock,1899
along,1884
re,1878
7,1875
liquid,1870
mole,1867
whole,1866
damag,1864
wea,1860
nitrogen,1851
cant,1848
eucalyptus,1837
mount,1834
dead,1825
cannot,1825
joseph,1823
soft,1822
afect,1819
h,1808
sure,1805
temperatur,1805
stool,1801
iwould,1800
cool,1800
tail,1798
aproblem,1796
known,1794
basin,1792
disea,1791
break,1788
love,1786
walk,1785
immedi,1785
anybodi,1785
case,1779
udder,1777
certifi,1775
bush,1775
goe,1774
flour,1774
includ,1772
pumkin,1771
30,1770
meet,1768
told,1768
world,1765
twin,1765
row,1764
complet,1758
soyabean,1753
mantain,1750
virus,1750
compost,1750
david,1747
level,1747
incom,1744
conceiv,1742
com,1738
deas,1736
move,1733
often,1730
seen,1729
ajob,1726
ratio,1724
compar,1721
feel,1719
swine,1710
bleed,1710
tobacco,1709
vihiga,1709
west,1709
500,1709
breast,1708
vitamin,1707
ug,1706
minimum,1703
0754455472,1703
rough,1701
atleast,1697
tha,1695
sourc,1692
3month,1692
averag,1690
sever,1689
av,1683
continu,1676
agent,1676
steam,1676
administ,1673
overcom,1672
shud,1671
lyk,1666
kabal,1664
lime,1664
spend,1663
flue,1662
sandi,1653
scientif,1651
ayoung,1648
vanila,1645
abov,1645
access,1642
sand,1637
poison,1636
realli,1636
sun,1633
peni,1632
fenc,1628
julius,1628
matook,1628
kyenjojo,1628
gve,1623
came,1619
dia,1619
siaya,1618
nzoia,1613
blossom,1612
gumboro,1611
diarrhoea,1609
gani,1608
content,1607
matter,1605
ash,1599
dormanc,1596
abt,1591
mr,1591
nagana,1591
mbuuza,1591
notic,1590
nw,1584
breath,1578
paultri,1578
paul,1576
22301,1574
rid,1570
debeak,1570
talk,1569
flea,1564
ward,1563
tin,1563
horn,1561
kwa,1556
agric,1555
suit,1551
diet,1550
avacado,1550
obtain,1547
kamuli,1547
erad,1545
collect,1544
mite,1543
be4,1542
mose,1540
abanana,1539
ripen,1539
cook,1539
kases,1536
alex,1533
till,1529
rift,1528
wot,1522
purpl,1521
central,1519
rotten,1518
close,1518
invest,1517
vagina,1517
btwn,1516
thx,1513
chik,1512
teach,1506
light,1506
storag,1504
2month,1502
yesterday,1502
appear,1500
pollin,1496
insermin,1495
hervest,1486
litter,1484
thanx,1482
smut,1479
sent,1478
anthrax,1475
seem,1475
pay,1475
hill,1475
iplant,1475
profil,1474
fold,1472
wean,1472
1000,1467
rocket,1466
tat,1465
berri,1465
someth,1462
aday,1459
tissu,1456
cereal,1453
ie,1450
sport,1448
90kg,1447
certain,1447
supos,1446
stake,1438
shed,1436
outlin,1431
stil,1429
custom,1423
qwhi,1420
request,1419
robert,1417
hey,1416
akilo,1416
locust,1411
capsicum,1410
baringo,1408
4rom,1400
happi,1396
beetroot,1394
freshian,1394
separ,1391
dewarm,1390
ksh,1389
50kg,1389
btw,1389
base,1388
loam,1388
hour,1387
wth,1384
expens,1383
discharg,1383
origin,1383
site,1377
dove,1375
perform,1375
rainni,1373
15,1370
success,1364
durat,1364
height,1359
intern,1359
altitud,1358
balanc,1353
nice,1353
diari,1350
rich,1350
connect,1349
valley,1347
interv,1343
introduc,1341
protein,1333
wing,1333
cowdung,1333
amal,1332
kuroil,1329
whose,1328
non,1328
saw,1326
metr,1325
machako,1325
paw,1323
indigen,1323
mine,1322
took,1322
bushenyi,1321
north,1321
2week,1320
establish,1318
x,1317
sunshin,1316
enter,1306
blue,1306
accord,1304
acaricid,1303
youngon,1302
prematur,1300
date,1300
prize,1299
africa,1297
dudu,1297
fertlize,1295
famili,1295
eastern,1295
nyeri,1293
econom,1293
cowpea,1292
un,1289
total,1286
twice,1286
macadamia,1284
du,1280
yr,1279
him,1275
mach,1275
guy,1271
posibl,1270
easili,1268
fodder,1268
jame,1268
recent,1267
receiv,1267
busoga,1264
seven,1263
mt,1262
plot,1261
simsim,1261
check,1259
beak,1256
adairi,1256
tractor,1256
purchas,1255
delay,1255
deliveri,1253
standard,1250
respond,1249
kan,1249
arabbit,1248
reproduc,1245
river,1241
jersey,1239
wind,1239
afam,1235
sheema,1232
becous,1231
mombasa,1230
dania,1228
power,1228
ever,1221
pestsid,1219
mubend,1219
higher,1217
q1,1217
train,1216
husbandri,1211
flu,1210
rote,1208
wch,1208
rapid,1207
fatten,1206
qtn,1203
snake,1201
concern,1200
cheap,1198
nyandarua,1196
surpos,1191
room,1188
qis,1188
wa,1184
mkt,1183
borer,1180
hand,1178
consumpt,1178
depth,1178
newli,1176
kyegegwa,1176
whic,1176
oil,1174
transfer,1173
desert,1168
casava,1167
migori,1167
tuber,1164
wither,1163
ua,1162
modern,1159
iganga,1158
richard,1156
haw,1153
ecf,1152
friut,1148
wz,1148
marakwet,1148
tyme,1147
basic,1146
special,1146
thi,1145
ill,1144
awe,1144
lemon,1142
1acr,1141
polythen,1141
300,1140
nelson,1140
learn,1139
boil,1139
q2,1136
lowland,1136
196,1133
apoultri,1132
choos,1132
horticultur,1131
cull,1126
pasion,1125
fo,1125
forest,1125
wild,1125
uproot,1125
differenti,1125
curl,1122
longer,1121
biolog,1121
unit,1121
boma,1121
sunni,1119
0,1119
brian,1116
observ,1115
write,1115
keeper,1115
asmal,1113
approxim,1109
reproduct,1107
agarden,1107
pineapl,1105
dk,1104
semen,1103
shift,1103
experi,1101
starter,1098
elgon,1098
vacin,1096
substanc,1094
isingiro,1092
1month,1092
mbale,1091
25,1089
visit,1088
fertal,1087
nematod,1087
pick,1086
inbreed,1086
lamb,1084
rose,1081
weigh,1080
transport,1080
conserv,1079
bigger,1078
acalf,1077
amaiz,1076
cup,1076
nutrit,1076
disturb,1075
vet,1073
se,1072
general,1072
plane,1070
ronald,1069
master,1068
doesnt,1068
pre,1063
sperm,1063
abul,1061
drope,1060
tu,1059
plenti,1059
gete,1057
monkey,1052
v,1052
poteto,1050
tray,1050
sudden,1050
whn,1046
later,1046
cannib,1046
languag,1046
forestri,1045
miraa,1043
brooder,1043
puppi,1042
lice,1042
timber,1041
isaac,1041
irishpotato,1039
catl,1038
amarket,1037
passionfruit,1037
tradit,1036
infest,1036
atack,1036
ecolog,1036
tht,1036
sms,1035
jack,1034
thus,1033
anyth,1030
bud,1030
cloth,1029
impot,1028
qcan,1027
sit,1025
packet,1024
promot,1022
inter,1022
cri,1021
went,1018
okay,1016
hold,1016
factori,1015
madicin,1013
ius,1012
snail,1011
elimin,1009
tear,1009
regist,1008
kitui,1006
yo,1002
share,1001
yrs,999
neighbour,998
powder,998
3week,997
herb,997
crate,996
hass,995
gv,994
dust,994
play,993
excess,993
babi,988
rhode,988
attract,987
cage,985
supplement,985
caterpillar,985
sound,985
cancer,985
slaughter,984
especiali,984
cucumb,980
incas,979
malava,979
januari,976
niko,976
40,975
swarm,973
plantion,972
colostrum,972
wash,972
won,971
achiev,971
aim,969
ventur,968
detect,967
various,967
export,966
negat,966
wool,966
frequent,965
decemb,964
yard,963
vine,963
return,963
ate,959
deni,958
cob,956
air,954
chic,954
smell,954
whow,952
cotrol,951
crack,951
quarter,950
medecin,948
mari,946
eleph,945
featur,945
monocrop,945
finger,944
butternut,943
tillag,942
compound,942
firm,942
cork,938
benard,938
sim,938
prepair,937
self,936
fund,935
12,934
2day,934
liter,932
pain,932
raw,932
equip,930
wonder,929
guid,928
precaut,928
didn,928
stephen,926
output,924
herbcid,924
chew,924
soap,921
apicultur,918
invit,917
aid,917
2kg,917
soon,916
shill,914
normali,914
woman,913
relat,912
aplant,912
strawberri,911
pneumonia,911
okra,911
greenpap,910
environ,909
pit,909
mark,909
coat,908
friesian,908
butter,907
za,907
emmanuel,906
kiambu,905
ntungamo,905
difficult,904
daniel,904
afemal,902
variti,899
leach,899
typhoid,899
cm,898
ama,897
aperson,897
stone,895
doreen,895
moment,894
influenc,894
oper,894
kenbro,893
cide,892
kienyenji,888
terrac,887
gmail,886
whether,886
afta,885
liver,884
qwhen,884
great,884
earth,884
school,884
ivan,883
sore,882
releas,881
hae,880
either,880
flood,879
class,876
wetland,875
whitish,874
bioga,874
antibiot,873
makueni,872
idont,872
fungal,871
arrow,871
electr,871
phosphat,871
vomit,870
subcounti,869
castl,869
pork,868
particular,867
african,864
croiler,864
digest,863
occur,862
august,862
extern,861
pen,859
okey,858
situat,858
rainbow,857
shoud,855
inorgan,854
anurseri,853
textur,853
nyanza,853
kuresoi,851
lie,849
tonn,849
haverst,848
least,848
beanz,846
kroiler,845
wit,845
dug,843
rash,843
tuta,841
gap,841
mbolea,841
kiruhura,840
ze,840
decay,839
legum,839
luck,839
xo,838
watermeron,836
fulli,834
shortest,833
merino,833
adiseas,832
abaut,832
folia,832
1st,831
dot,830
chase,830
heal,829
9,829
ix,828
agroforestri,828
kanungu,827
kiswahili,827
becoz,827
ram,825
qns,823
pigeon,822
patrick,822
harden,822
worker,821
pine,817
clone,817
nini,816
moth,816
evan,815
futur,814
dark,812
industri,812
ths,811
laikipia,808
ideal,808
rise,807
pack,807
rukungiri,805
noth,805
henc,804
tilapia,804
count,804
tall,803
block,802
past,801
cycl,801
dull,800
kund,798
program,798
dnt,797
crope,797
gift,796
bite,793
fred,792
particip,791
cofe,791
apiari,790
enlarg,790
queen,789
cocidiosi,788
fertize,788
everyday,786
doctor,784
shangi,783
simpl,782
ferter,781
asheep,781
sweat,781
medcin,780
samuel,779
wide,777
fur,774
crow,774
10000,772
march,772
nuseri,772
retain,772
log,771
abig,770
ed,769
embu,769
outsid,769
despit,768
chilli,768
tablet,768
wl,768
akilogram,768
apest,766
wire,764
ewe,764
ben,763
emma,763
trap,763
generat,762
meron,762
reward,760
hormon,760
bend,759
length,759
mill,759
4month,759
immun,759
incalf,759
format,759
unabl,758
tommato,758
energi,758
broken,758
cheapest,757
laid,756
a4001,756
eight,755
bst,754
juli,754
guinea,752
q3,752
regular,751
arrowroot,751
afford,751
meter,751
mayug,750
ö,750
mountain,749
post,749
drainag,749
limit,748
ist,747
pluck,746
grew,745
sprey,745
reali,745
charl,745
ahalf,744
seasion,744
mahira,744
kayongo,743
govern,743
evng,743
secur,743
indic,741
kagadi,741
masindi,741
physic,740
2000,740
tn,740
merci,740
chamic,738
read,738
adult,737
coconut,736
smart,736
corona,736
diarrhea,736
shal,736
actual,735
strip,735
lake,734
reguir,734
sprayer,734
amo,733
masaka,733
below,733
attach,733
aloan,733
feac,732
climb,732
poltri,732
god,732
outbreak,731
chickmash,731
whant,731
color,730
respect,728
fine,728
citi,727
tast,726
molo,725
shuld,724
pland,724
composit,723
star,722
touch,721
wks,721
fertilz,720
mashroom,720
bran,720
gate,719
stant,718
singl,718
90,717
matok,717
ave,717
kama,716
hoe,716
twenti,716
lick,715
though,715
arc,715
whitefli,714
miss,714
medium,714
asist,714
bout,714
igiv,713
gum,713
t0,712
floor,712
fame,711
farmyard,711
pototo,710
arab,710
led,710
swallow,710
bat,710
croprot,710
biggest,709
besid,708
altern,707
act,706
brought,706
wood,706
april,705
spider,702
solar,701
carot,700
flow,700
enabl,699
kirinyaga,699
ment,699
girl,699
0774246722,697
goos,696
alon,695
ng,695
skuma,693
net,693
labour,692
q4,692
franci,691
150,691
experienc,691
contribut,691
conciev,691
yu,690
tic,689
whc,689
thrip,688
cud,688
heart,687
simon,686
custrat,685
lt,685
2019,685
encourag,683
mono,682
stick,680
andrew,679
kilifi,677
muranga,677
behind,677
sorgum,677
issu,675
skill,674
grand,674
posit,674
q5,673
lunch,672
spari,671
partur,671
pellet,670
chia,670
pple,670
mrng,669
largest,668
mumia,667
search,666
creat,666
baraka,666
17,665
2plant,665
rumin,664
catch,664
hoov,663
heard,663
plantant,663
crossbre,661
joshua,661
sac,661
messag,660
span,660
ingredi,660
fingerl,660
bcoz,660
plantng,658
engin,658
whom,658
ase,657
striga,657
popul,657
ta,657
iron,656
privent,656
homa,656
domanc,656
stain,655
madecin,654
nduma,653
corn,652
iri,652
peck,651
hear,651
qthe,649
6month,649
nyt,648
grace,648
1day,648
sisal,648
organis,647
doubl,647
maket,647
comb,647
ugandan,647
craft,647
viazi,647
dey,646
esp,646
estim,645
competit,644
scienc,644
19,643
asack,643
fill,642
tress,642
rest,641
lucern,641
mildew,640
luganda,640
kenyan,640
60,640
scare,640
thousand,639
joel,639
webuy,639
suckl,637
spent,636
pyrethrum,635
formula,634
annual,634
ordinari,634
milet,633
denni,633
primari,632
educ,632
constitu,631
shown,631
gone,630
moistur,630
2wks,630
meiz,630
ladi,630
sam,629
mixtur,629
lng,628
earlier,628
jam,626
impact,626
repeat,626
contro,623
agri,623
victor,623
knee,622
american,622
bloodi,622
popcorn,621
requr,621
joan,621
transnzoia,620
fluid,620
dayz,620
economi,619
boy,619
ltrs,618
nyamira,617
septemb,617
variet,617
rush,616
pili,616
dan,616
henri,616
5month,615
lam,615
emerg,615
flock,615
final,614
couch,613
serviv,613
faw,613
proplem,613
studi,613
wll,611
herbal,611
gro,611
ugali,611
streak,611
hundr,610
sighn,610
present,610
drip,609
2nd,609
intrest,609
hope,608
coco,608
yelow,607
nurseryb,607
whenev,606
zone,604
concentr,604
paddock,604
octob,602
rather,601
ha,601
bunch,601
parturit,601
18,600
fallow,600
4m,600
difer,599
gt,599
whit,599
roundup,599
spoil,599
nowday,599
spring,598
object,598
belong,597
chepalungu,597
genet,597
germ,595
harsh,595
marsh,594
retail,594
dem,594
giv,593
atomato,593
sotik,593
mukono,592
specifi,590
georg,589
shoot,589
transmit,589
gas,588
tsets,587
helo,586
absoluta,585
100kg,585
tone,585
ayear,585
nois,584
apregn,584
5000,582
drench,581
vanira,581
bottom,581
juic,581
q6,581
across,580
met,580
cypress,580
dist,580
plastic,579
recoment,579
indofil,579
platat,578
bucket,578
iko,577
salti,577
1week,577
slope,576
addit,576
q12,576
invad,575
rio,575
martin,575
itself,573
grop,573
categori,572
action,572
minist,571
silent,570
ring,570
qhw,570
banch,570
edward,570
pregnat,570
burnt,569
exist,569
isth,569
enjoy,568
apetit,568
mentain,568
road,568
desmodium,567
jane,566
husk,566
pigeri,565
pet,565
fr,565
centr,564
maziwa,564
liverfluk,564
hors,563
tomoto,561
rural,561
donot,561
expir,560
abnorm,560
tank,559
trim,559
novemb,559
shape,558
luuka,558
doze,558
apiglet,558
men,558
grape,557
manufactur,557
q_what,557
decreas,557
rooster,557
bio,557
crush,557
farrow,557
murang,556
poulti,556
fort,556
bone,555
peac,555
kapsabet,555
mayb,553
0f,553
hoima,553
gaden,552
ranch,552
jew,552
christin,551
depend,550
expand,550
au,550
weedmast,550
qwat,548
sustain,548
dieas,547
bay,547
spri,547
bore,547
book,547
abe,547
con,546
mechan,545
q9,545
worth,544
vege,544
q7,544
constip,544
therapi,543
subsist,543
sir,543
njoro,542
250,542
realis,542
broad,542
vincent,541
posho,541
dual,541
q8,540
kazo,539
bmt,539
rent,539
flush,539
plate,538
fertilez,538
radio,537
tsetsefli,537
bext,537
interm,536
immunis,536
discov,536
forc,536
peel,536
match,536
maney,535
involv,535
sunday,535
greengram,534
undergo,534
400,533
upland,532
gilbert,532
ferterlis,530
anthoni,530
