item,count
popcorn,621
thus,1033
bear,3794
fertelis,427
mian,9
resit,81
competit,644
lact,86
enabl,699
perfect,363
had,5771
weather,4023
cook,1539
serviv,613
breakag,35
dy,91
594,46
syngenta,93
kinamba,8
northern,387
custrat,685
innocul,190
add,4657
sunni,1119
ventur,968
calvin,57
resid,289
concid,329
select,3985
ma,4004
cari,265
4spray,59
stil,1429
shortcut,8
diahrrea,5
10bag,85
nyeri,1293
0724347082,2
soghoum,3
snghoum,1
cloiller,3
alway,4343
sneez,2159
difficult,904
breath,1578
bellow,88
medicen,2660
edg,180
cous,5179
livereffect,1
enhanc,470
certifi,1775
emma,763
q29,311
gamboro,10
enock,371
cotrol,951
eyelash,2
dong,11
crack,951
stalkscar,1
newli,1176
bone,555
pleaz,55
ze,840
cammel,10
donkey,2779
ingredi,660
a1,53
isther,33
seedless,22
lumpi,267
lsd,23
masaka,733
corridor,10
minimis,296
occurr,13
plood,1
stool,1801
propag,2975
condict,31
neccesari,515
optimum,195
shirt,136
wore,17
champion,2571
parafin,176
whitesh,69
dwell,37
tradtnl,1
along,1884
christma,249
write,1115
sms,1035
sturnt,67
8,2197
manegeri,3
heavili,390
weaken,157
ajob,1726
caif,124
10kg,415
gaden,552
salti,577
instuct,3
buld,255
cosidiosi,228
increas,12528
faw,613
hi2,2
ph,4636
alkalin,365
woud,304
hurst,2
nduma,653
bumper,78
fatten,1206
seen,1729
fake,351
silag,4573
doze,558
nepier,223
plz,11428
embu,769
manyatta,14
constitu,631
actual,735
wrong,3735
onoth,138
hurrydiri,1
trasmara,33
muxmum,9
depend,550
insermin,1495
hoof,482
treme,7
afect,1819
narrow,67
depth,1178
dug,843
drys,261
immediatet,3
shoot,589
sellng,46
contact,8756
suppi,14
jast,73
patur,326
introduc,1341
miner,2984
financ,368
pliz,5217
shown,631
te,5322
disadifandag,1
dat,7590
extend,311
river,1241
londiani,391
neighbour,998
wateri,2412
comun,58
iknow,376
tonqu,2
arabbit,1248
popular,284
combart,25
x,1317
tic,689
diet,1550
nursari,2263
pollin,1496
happen,4383
gani,1608
yeny,230
ina,312
malch,249
hectear,19
list,3173
mayb,553
futur,814
proport,125
pollen,245
electr,871
amap,63
ajack,26
tek,227
last,6937
rainfal,3816
givd,23
uo,76
shd,2728
5month,615
nitrogen,1851
legumini,6
inject,3508
muscl,151
pond,4028
asalti,7
afresh,62
lake,734
propos,160
financi,231
deep,1918
calcium,1953
activ,2840
practis,2133
tsets,587
dieng,231
stanley,194
poutr,87
yea,99
rarer,67
delic,41
attent,100
hoho,3067
jose,203
corrot,118
grolia,112
buganda,112
currenti,19
cement,385
enjoy,568
littl,3402
shall,5693
friend,4186
basin,1792
puppi,1042
breast,1708
onlin,109
platform,305
reward,760
principl,296
husbandri,1211
watermeron,836
lice,1042
dead,1825
jam,626
nose,3025
loami,342
insid,2871
grade,3644
dow,135
waival,2
swellen,48
kan,1249
dk,1104
777,451
cannot,1825
netal,13
negrosi,98
wilth,69
nyandarua,1196
interpl,179
cookd,4
thi,1145
cold,4843
whc,689
550,52
raer,87
ido,5029
send,4199
akankunda,8
variati,1946
marktabl,13
meni,420
arch,135
prnt,3
hair,2431
bodi,6161
udder,1777
increment,23
whn,1046
pollard,116
children,417
rugando,19
rwampara,227
napia,78
pumkin,1771
toprev,22
downer,21
sydromm,1
destori,302
spons,24
ch,128
ptant,23
c,6572
muddi,121
wiver,18
coat,908
kuroil,1329
transnzoia,620
cock,8266
meru,1944
blood,6574
impont,219
dock,1899
suppli,2075
dap,5046
quick,3042
hit,449
promot,1022
aphidx,1
wt,3293
ol,71
moran,9
laikipia,808
cnti,465
8bag,14
2800,48
0718089598,2
landrac,199
2000,740
macket,47
kibirichia,8
sport,1448
skumawiki,238
fore,219
dote,51
pattern,93
f0r,83
nileperch,17
kikuyu,403
grace,648
shed,1436
tear,1009
malon,42
qpliz,15
manual,428
tress,642
cm,898
trend,166
omex,85
murex,3
0700426902,1
avacado,1550
approxim,1109
graft,6705
broblem,357
beaten,149
sinc,4487
adv,158
ce,48
avail,2378
insectid,145
diamond,257
moth,816
kenbru,33
kipkelion,426
clip,178
must,3853
accaricid,267
ear,2541
rub,41
mrkt,327
knw,2579
alpin,118
adil,1
nodul,283
formatio,2
tranzoia,439
cnunti,15
agn,297
exerct,61
moo,221
trap,763
mangoo,5
finnish,13
flight,271
swinefev,46
categori,572
solanacea,33
belong,597
today,5600
kifaranga,50
cha,41
qin,217
navakholo,111
leguminosa,1
ferteiiz,1
su,29
increac,73
0714134846,2
whre,457
crucifera,2
fertlilz,8
vacaccin,5
guard,253
increa,178
ag00d,1
gramm,264
ndengu,404
irishpotito,8
woult,8
botato,128
baringo,1408
quinter,2
exhausit,2
ident,91
card,142
fra,2
nor,274
associ,520
mombasa,1230
mushroom,4077
mexo,2
weifam,4
pay,1475
injuri,369
awound,89
stubborn,54
6213,441
alga,54
inventri,1
record,1969
rubbit,121
tini,379
micheal,281
uneconom,3
begain,4
compani,3577
taita,509
taveta,344
hene,8
petro,11
xo,838
oluyongo,22
innicub,2
maxmum,254
inivit,4
0707015767,1
tonn,849
kamulu,4
getng,30
100bird,15
oshothan,179
reddish,322
loos,2444
air,954
born,2678
camel,1921
soon,916
btn,4048
marchert,1
panga,213
benift,29
search,666
0718825497,1
baobab,28
moringa,228
powder,998
250mm,2
sedb,33
disea,1791
gap,841
plis,158
ur,8150
homa,656
bay,547
calfdow,1
ago,3152
tream,80
march,772
17bag,2
o,2551
ellia,2
wean,1472
qjose,1
6o,32
matrial,30
non,1328
pick,1086
merino,833
elia,216
tablet,768
bushenyi,1321
supper,483
hard,2621
ware,137
katerera,95
rubirizi,402
